0.00001 0.00001 0.00001 0.00001 0.00001 1
0.00001 0.00001 0.00001 0.00001 0.25 0.75
0.00001 0.00001 0.00001 0.00001 0.5 0.5
0.00001 0.00001 0.00001 0.00001 0.75 0.25
0.00001 0.00001 0.00001 0.00001 1 0
0.00001 0.00001 0.00001 0.25 0.00001 0.75
0.00001 0.00001 0.00001 0.25 0.25 0.5
0.00001 0.00001 0.00001 0.25 0.5 0.25
0.00001 0.00001 0.00001 0.25 0.75 0
0.00001 0.00001 0.00001 0.5 0.00001 0.5
0.00001 0.00001 0.00001 0.5 0.25 0.25
0.00001 0.00001 0.00001 0.5 0.5 0
0.00001 0.00001 0.00001 0.75 0.00001 0.25
0.00001 0.00001 0.00001 0.75 0.25 0
0.00001 0.00001 0.00001 1 0.00001 0
0.00001 0.00001 0.25 0.00001 0.00001 0.75
0.00001 0.00001 0.25 0.00001 0.25 0.5
0.00001 0.00001 0.25 0.00001 0.5 0.25
0.00001 0.00001 0.25 0.00001 0.75 0
0.00001 0.00001 0.25 0.25 0.00001 0.5
0.00001 0.00001 0.25 0.25 0.25 0.25
0.00001 0.00001 0.25 0.25 0.5 0
0.00001 0.00001 0.25 0.5 0.00001 0.25
0.00001 0.00001 0.25 0.5 0.25 0
0.00001 0.00001 0.25 0.75 0.00001 0
0.00001 0.00001 0.5 0.00001 0.00001 0.5
0.00001 0.00001 0.5 0.00001 0.25 0.25
0.00001 0.00001 0.5 0.00001 0.5 0
0.00001 0.00001 0.5 0.25 0.00001 0.25
0.00001 0.00001 0.5 0.25 0.25 0
0.00001 0.00001 0.5 0.5 0.00001 0
0.00001 0.00001 0.75 0.00001 0.00001 0.25
0.00001 0.00001 0.75 0.00001 0.25 0
0.00001 0.00001 0.75 0.25 0.00001 0
0.00001 0.00001 1 0.00001 0.00001 0
0.00001 0.25 0.00001 0.00001 0.00001 0.75
0.00001 0.25 0.00001 0.00001 0.25 0.5
0.00001 0.25 0.00001 0.00001 0.5 0.25
0.00001 0.25 0.00001 0.00001 0.75 0
0.00001 0.25 0.00001 0.25 0.00001 0.5
0.00001 0.25 0.00001 0.25 0.25 0.25
0.00001 0.25 0.00001 0.25 0.5 0
0.00001 0.25 0.00001 0.5 0.00001 0.25
0.00001 0.25 0.00001 0.5 0.25 0
0.00001 0.25 0.00001 0.75 0.00001 0
0.00001 0.25 0.25 0.00001 0.00001 0.5
0.00001 0.25 0.25 0.00001 0.25 0.25
0.00001 0.25 0.25 0.00001 0.5 0
0.00001 0.25 0.25 0.25 0.00001 0.25
0.00001 0.25 0.25 0.25 0.25 0
0.00001 0.25 0.25 0.5 0.00001 0
0.00001 0.25 0.5 0.00001 0.00001 0.25
0.00001 0.25 0.5 0.00001 0.25 0
0.00001 0.25 0.5 0.25 0.00001 0
0.00001 0.25 0.75 0.00001 0.00001 0
0.00001 0.5 0.00001 0.00001 0.00001 0.5
0.00001 0.5 0.00001 0.00001 0.25 0.25
0.00001 0.5 0.00001 0.00001 0.5 0
0.00001 0.5 0.00001 0.25 0.00001 0.25
0.00001 0.5 0.00001 0.25 0.25 0
0.00001 0.5 0.00001 0.5 0.00001 0
0.00001 0.5 0.25 0.00001 0.00001 0.25
0.00001 0.5 0.25 0.00001 0.25 0
0.00001 0.5 0.25 0.25 0.00001 0
0.00001 0.5 0.5 0.00001 0.00001 0
0.00001 0.75 0.00001 0.00001 0.00001 0.25
0.00001 0.75 0.00001 0.00001 0.25 0
0.00001 0.75 0.00001 0.25 0.00001 0
0.00001 0.75 0.25 0.00001 0.00001 0
0.00001 1 0.00001 0.00001 0.00001 0
0.25 0.00001 0.00001 0.00001 0.00001 0.75
0.25 0.00001 0.00001 0.00001 0.25 0.5
0.25 0.00001 0.00001 0.00001 0.5 0.25
0.25 0.00001 0.00001 0.00001 0.75 0
0.25 0.00001 0.00001 0.25 0.00001 0.5
0.25 0.00001 0.00001 0.25 0.25 0.25
0.25 0.00001 0.00001 0.25 0.5 0
0.25 0.00001 0.00001 0.5 0.00001 0.25
0.25 0.00001 0.00001 0.5 0.25 0
0.25 0.00001 0.00001 0.75 0.00001 0
0.25 0.00001 0.25 0.00001 0.00001 0.5
0.25 0.00001 0.25 0.00001 0.25 0.25
0.25 0.00001 0.25 0.00001 0.5 0
0.25 0.00001 0.25 0.25 0.00001 0.25
0.25 0.00001 0.25 0.25 0.25 0
0.25 0.00001 0.25 0.5 0.00001 0
0.25 0.00001 0.5 0.00001 0.00001 0.25
0.25 0.00001 0.5 0.00001 0.25 0
0.25 0.00001 0.5 0.25 0.00001 0
0.25 0.00001 0.75 0.00001 0.00001 0
0.25 0.25 0.00001 0.00001 0.00001 0.5
0.25 0.25 0.00001 0.00001 0.25 0.25
0.25 0.25 0.00001 0.00001 0.5 0
0.25 0.25 0.00001 0.25 0.00001 0.25
0.25 0.25 0.00001 0.25 0.25 0
0.25 0.25 0.00001 0.5 0.00001 0
0.25 0.25 0.25 0.00001 0.00001 0.25
0.25 0.25 0.25 0.00001 0.25 0
0.25 0.25 0.25 0.25 0.00001 0
0.25 0.25 0.5 0.00001 0.00001 0
0.25 0.5 0.00001 0.00001 0.00001 0.25
0.25 0.5 0.00001 0.00001 0.25 0
0.25 0.5 0.00001 0.25 0.00001 0
0.25 0.5 0.25 0.00001 0.00001 0
0.25 0.75 0.00001 0.00001 0.00001 0
0.5 0.00001 0.00001 0.00001 0.00001 0.5
0.5 0.00001 0.00001 0.00001 0.25 0.25
0.5 0.00001 0.00001 0.00001 0.5 0
0.5 0.00001 0.00001 0.25 0.00001 0.25
0.5 0.00001 0.00001 0.25 0.25 0
0.5 0.00001 0.00001 0.5 0.00001 0
0.5 0.00001 0.25 0.00001 0.00001 0.25
0.5 0.00001 0.25 0.00001 0.25 0
0.5 0.00001 0.25 0.25 0.00001 0
0.5 0.00001 0.5 0.00001 0.00001 0
0.5 0.25 0.00001 0.00001 0.00001 0.25
0.5 0.25 0.00001 0.00001 0.25 0
0.5 0.25 0.00001 0.25 0.00001 0
0.5 0.25 0.25 0.00001 0.00001 0
0.5 0.5 0.00001 0.00001 0.00001 0
0.75 0.00001 0.00001 0.00001 0.00001 0.25
0.75 0.00001 0.00001 0.00001 0.25 0
0.75 0.00001 0.00001 0.25 0.00001 0
0.75 0.00001 0.25 0.00001 0.00001 0
0.75 0.25 0.00001 0.00001 0.00001 0
1 0.00001 0.00001 0.00001 0.00001 0
0.083333 0.083333 0.083333 0.083333 0.083333 0.58333
0.083333 0.083333 0.083333 0.083333 0.58333 0.083333
0.083333 0.083333 0.083333 0.58333 0.083333 0.083333
0.083333 0.083333 0.58333 0.083333 0.083333 0.083333
0.083333 0.58333 0.083333 0.083333 0.083333 0.083333
0.58333 0.083333 0.083333 0.083333 0.083333 0.083333
